product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
247,vel accumsan tellus,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,375.6,19.15,beauty,Abatz,651,Crimson,extra large,2.4,2020-08-12,3.4,952,eget vulputate ut ultrices vel augue,2.0,284,free,48.7
248,aliquam non mauris,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",980.69,36.74,electronics,Zava,439,Maroon,extra large,3.8,2022-03-23,1.2,503,pede posuere nonummy,3.7,888,standard,20.46
249,pretium nisl,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,482.77,23.01,beauty,Katz,113,Goldenrod,large,7.8,2013-08-14,2.6,409,nulla neque,4.3,251,express,15.02
250,duis faucibus accumsan,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,524.79,34.84,home decor,Skivee,552,Teal,medium,4.6,2012-11-19,5.0,552,orci vehicula condimentum curabitur in libero,3.8,129,standard,33.72
251,tempus vel pede,Nullam sit amet turpis elementum ligula vehicula consequat.,840.98,43.06,home decor,Ainyx,488,Indigo,small,5.7,2011-05-01,4.2,959,nibh in lectus pellentesque at nulla,1.1,303,standard,38.86
252,luctus rutrum nulla tellus,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",132.53,6.69,home decor,Ooba,198,Purple,extra large,3.8,2011-05-23,3.4,545,et ultrices posuere,4.0,555,express,15.32
253,pretium iaculis justo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",860.62,20.74,clothing,Tagchat,977,Turquoise,large,1.9,2021-07-13,2.4,842,convallis duis consequat,4.9,429,standard,29.81
254,ut massa quis augue,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",112.97,41.84,home decor,Zooxo,814,Orange,extra large,5.2,2014-11-09,3.2,290,faucibus orci luctus et,3.9,581,standard,43.63
255,nunc proin at,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",498.18,8.08,toys,Roodel,486,Crimson,small,2.5,2016-01-29,3.7,23,feugiat,2.2,717,standard,33.52
256,potenti cras in purus,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,673.02,12.12,toys,Avavee,914,Teal,medium,3.6,2015-10-27,3.3,692,accumsan odio,3.7,985,express,33.72
257,dolor sit amet,Curabitur in libero ut massa volutpat convallis.,403.26,9.13,home decor,Shufflester,282,Teal,large,3.3,2016-03-07,1.1,959,nisi vulputate nonummy maecenas tincidunt lacus,1.3,79,express,23.91
258,in faucibus,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",758.21,11.25,toys,Shufflester,927,Teal,large,7.0,2021-12-08,4.0,13,semper sapien,4.3,127,standard,26.95
259,blandit nam nulla integer,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,918.62,22.74,home decor,Photojam,318,Goldenrod,small,0.5,2014-07-18,4.2,36,elit sodales scelerisque,1.6,526,express,15.46
260,molestie lorem,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,454.11,17.67,beauty,Ailane,446,Pink,small,7.4,2022-09-15,4.3,504,pretium iaculis diam erat fermentum,4.1,738,standard,31.21
261,ultrices aliquet maecenas leo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",581.03,48.31,toys,Jetwire,140,Pink,small,6.1,2010-11-06,2.9,761,nec nisi volutpat eleifend,2.2,80,express,0.28
262,natoque penatibus et magnis,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,20.54,46.72,toys,Divavu,529,Orange,small,0.8,2013-03-20,4.4,797,justo aliquam quis turpis,3.2,564,express,35.44
263,amet erat nulla,Phasellus in felis.,885.71,44.17,beauty,Vinder,389,Green,large,1.4,2010-01-31,2.6,281,diam id ornare imperdiet sapien,2.5,534,standard,36.55
264,lorem ipsum,Suspendisse ornare consequat lectus.,955.15,6.93,beauty,Blogtags,304,Orange,extra large,4.9,2018-08-14,2.0,711,imperdiet sapien urna pretium,2.4,499,express,35.14
265,placerat praesent blandit,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",541.16,48.48,beauty,Jabberbean,150,Turquoise,medium,7.7,2014-09-25,2.5,937,diam id ornare,3.7,791,standard,43.64
266,consectetuer adipiscing elit proin,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",481.57,33.79,home decor,Feedfish,958,Goldenrod,small,3.0,2010-03-21,1.3,660,vestibulum proin eu mi nulla,4.7,396,standard,27.33
267,turpis nec,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",452.33,49.8,toys,Yambee,702,Fuscia,medium,7.7,2019-03-13,3.5,728,porttitor id,3.5,399,free,5.95
268,nullam sit,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",850.59,20.03,toys,Quinu,576,Yellow,large,3.4,2016-12-07,5.0,102,eleifend luctus ultricies eu nibh,3.9,536,free,9.73
269,massa volutpat convallis morbi,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,538.32,28.04,beauty,Jaxnation,133,Khaki,small,6.5,2017-12-30,2.9,643,dictumst morbi vestibulum,2.2,622,standard,0.95
270,sodales sed tincidunt eu,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",646.61,13.82,beauty,Photolist,100,Fuscia,medium,1.3,2018-04-04,3.9,491,id,1.4,572,free,41.09
271,pede posuere,Nulla ut erat id mauris vulputate elementum. Nullam varius.,386.61,8.59,home decor,Katz,631,Puce,medium,6.2,2015-11-04,1.3,87,mi sit amet lobortis sapien,1.4,644,free,45.32
272,sed nisl nunc rhoncus,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,915.85,36.85,home decor,Jaxnation,143,Indigo,large,7.9,2019-01-11,4.4,660,platea dictumst aliquam augue,2.8,212,standard,34.25
273,at vulputate vitae nisl,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",883.07,5.87,electronics,Twimm,560,Purple,large,8.3,2018-04-27,1.3,657,curae donec pharetra magna,3.8,772,standard,41.45
274,vel nulla,Ut at dolor quis odio consequat varius. Integer ac leo.,383.09,48.79,home decor,Lazz,165,Turquoise,extra large,3.8,2016-11-25,3.1,570,consequat lectus in est risus,4.8,588,free,10.35
275,mauris morbi non,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",332.93,42.89,home decor,Yakitri,816,Red,medium,3.1,2012-02-13,4.6,517,lobortis sapien sapien non,3.6,509,express,27.86
276,et magnis dis parturient,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",90.62,5.0,beauty,Devpoint,710,Orange,small,5.4,2017-12-17,3.3,821,mi,4.0,959,standard,17.13
277,turpis sed ante,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",719.0,28.98,clothing,Rhyzio,644,Mauv,large,2.9,2021-03-06,3.5,860,ante ipsum primis in,2.3,827,standard,11.94
278,vestibulum quam sapien,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",99.91,6.05,toys,Demivee,265,Crimson,extra large,9.1,2012-03-10,4.0,744,vehicula condimentum curabitur,3.6,74,express,33.69
279,accumsan tellus,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",19.6,21.53,clothing,Zoombeat,201,Pink,large,9.8,2018-08-09,2.4,618,felis eu sapien cursus,1.4,509,standard,38.9
280,donec posuere metus,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",31.59,17.54,home decor,Topiczoom,945,Orange,medium,7.5,2012-04-01,4.2,581,ac nulla sed vel enim,1.9,359,free,48.2
281,sagittis sapien cum sociis,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",853.59,2.75,clothing,Jabbertype,926,Purple,small,8.6,2010-03-07,1.0,663,interdum in ante vestibulum,4.7,235,standard,20.17
282,sagittis nam congue risus,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,458.11,24.86,toys,Jazzy,262,Violet,large,3.1,2021-03-20,3.5,310,ut massa,1.2,795,free,44.25
283,integer aliquet,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,927.66,17.3,clothing,Oyoba,886,Maroon,large,2.1,2020-03-09,1.2,464,magna at nunc commodo placerat,2.9,86,free,24.24
284,lacinia erat vestibulum,Praesent lectus.,667.0,27.64,home decor,Babbleblab,126,Fuscia,small,1.8,2019-01-23,2.2,647,ipsum,1.5,280,express,20.2
285,urna pretium nisl,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",467.99,23.97,home decor,Ozu,221,Fuscia,medium,3.7,2015-12-11,1.4,537,quis justo maecenas,1.2,782,standard,17.29
286,neque duis bibendum,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",53.62,43.02,beauty,Dabtype,700,Mauv,small,4.4,2020-05-25,3.2,438,nulla quisque,1.9,949,free,47.25
287,ante ipsum primis,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",26.7,18.94,clothing,Flashspan,178,Aquamarine,large,4.5,2016-04-23,2.7,514,diam erat fermentum justo nec condimentum,3.9,889,express,34.79
288,dictumst maecenas,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",924.53,44.01,electronics,Twitterbeat,738,Violet,large,2.7,2017-11-14,2.8,73,massa id nisl venenatis lacinia aenean,2.9,829,standard,42.27
289,nibh quisque,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,142.62,31.94,electronics,Mynte,188,Yellow,medium,8.9,2014-06-08,2.9,108,id,4.7,490,standard,27.47
290,ante vel,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",975.27,20.64,clothing,Skipfire,206,Indigo,extra large,8.1,2011-03-29,4.7,161,at turpis a pede posuere,1.3,218,express,28.64
291,integer ac,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",272.75,15.89,toys,Tekfly,586,Indigo,large,4.9,2022-08-28,2.2,103,id sapien in,4.1,496,standard,45.8
292,mus vivamus,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,552.96,16.79,home decor,Aimbu,286,Pink,small,3.4,2016-07-07,2.1,168,nec sem,4.7,768,free,15.1
293,diam vitae quam,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",296.93,4.81,beauty,Realmix,390,Yellow,large,7.3,2018-06-17,3.7,866,habitasse platea,1.1,421,express,29.52
294,ipsum primis,Morbi a ipsum. Integer a nibh. In quis justo.,964.44,6.81,toys,Gabtype,319,Goldenrod,small,1.8,2016-05-14,3.9,243,donec diam,3.9,264,standard,15.07
295,dui vel,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",254.88,26.1,clothing,Jabbertype,937,Green,large,2.6,2017-08-22,2.3,723,in faucibus orci luctus et,1.3,175,standard,47.56
296,eleifend luctus ultricies eu,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",781.97,35.64,home decor,Devpulse,170,Turquoise,small,1.0,2013-11-19,1.2,80,donec pharetra,3.3,405,free,47.46
297,in eleifend quam a,Curabitur at ipsum ac tellus semper interdum.,388.08,42.03,clothing,Skivee,388,Khaki,medium,7.7,2014-06-10,4.7,469,duis mattis egestas metus,2.3,901,standard,22.83
298,dis parturient montes nascetur,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",669.11,0.15,electronics,Jetpulse,349,Aquamarine,large,4.4,2019-08-19,2.3,422,metus sapien ut,4.5,868,standard,44.94
299,leo maecenas pulvinar lobortis,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,47.73,8.18,beauty,Roodel,353,Maroon,small,6.0,2010-08-31,2.0,807,vitae nisl aenean lectus pellentesque eget,3.7,39,standard,14.56
300,quam fringilla rhoncus,Fusce consequat. Nulla nisl. Nunc nisl.,243.47,11.98,toys,Wikido,523,Crimson,small,3.3,2020-12-25,3.1,286,pulvinar nulla,3.2,865,standard,8.49
301,diam neque vestibulum eget,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",83.24,44.99,clothing,Thoughtblab,196,Indigo,extra large,3.2,2018-02-16,3.7,880,ut dolor morbi vel lectus,1.3,976,free,46.67
302,ipsum primis in,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",744.37,14.71,electronics,Feedmix,929,Puce,medium,4.7,2018-10-29,5.0,384,tortor,2.7,607,standard,1.17
303,magna at nunc commodo,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,630.57,8.83,home decor,Einti,561,Fuscia,extra large,3.9,2015-05-03,1.9,335,ornare imperdiet sapien urna,1.6,370,express,31.44
304,rutrum nulla nunc purus,In hac habitasse platea dictumst.,299.97,18.82,toys,Linktype,578,Blue,large,9.8,2011-02-05,3.7,309,ac lobortis vel dapibus,3.0,984,free,36.47
305,aenean sit amet,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,405.11,24.3,home decor,DabZ,85,Pink,small,2.6,2015-12-24,4.0,189,odio odio elementum eu interdum,2.3,872,free,37.47
306,felis sed interdum venenatis,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",203.85,31.6,toys,Topicware,50,Crimson,small,5.2,2012-08-05,4.0,531,vestibulum sagittis sapien cum sociis,1.7,900,free,45.68
307,quis lectus suspendisse potenti,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",675.93,24.99,beauty,Buzzshare,544,Indigo,large,0.9,2020-05-20,1.6,521,rutrum nulla tellus in sagittis,3.3,9,standard,33.51
308,venenatis lacinia aenean sit,Fusce consequat. Nulla nisl.,481.61,11.46,electronics,Devcast,501,Red,small,3.3,2021-12-05,1.7,297,duis mattis egestas,4.2,309,standard,42.45
309,dolor sit,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,695.59,44.69,beauty,Browsecat,805,Mauv,medium,7.7,2020-03-28,4.8,362,turpis a pede,1.2,879,free,19.19
310,et magnis dis,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",754.13,37.63,clothing,Mudo,770,Indigo,extra large,2.0,2022-04-26,3.9,631,ligula pellentesque ultrices,3.1,716,standard,1.78
311,proin at turpis a,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",777.89,43.79,beauty,Einti,290,Fuscia,large,8.2,2019-04-24,4.8,364,luctus et ultrices posuere cubilia curae,2.8,233,free,15.95
312,eget massa,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,612.03,18.29,electronics,Dabfeed,826,Yellow,extra large,9.6,2021-01-02,1.0,153,sociis natoque,4.6,169,standard,0.78
313,odio justo sollicitudin ut,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",123.94,35.79,clothing,Photofeed,607,Khaki,large,8.6,2012-07-15,1.9,966,elit ac nulla,4.9,359,free,35.62
314,ac consequat metus sapien,Etiam vel augue. Vestibulum rutrum rutrum neque.,75.62,42.26,home decor,Dablist,617,Indigo,large,1.5,2019-09-22,1.1,617,orci mauris lacinia sapien,4.6,823,free,0.64
315,suspendisse potenti cras in,Sed accumsan felis.,876.06,33.63,electronics,Wordtune,880,Green,extra large,4.0,2018-09-24,4.2,33,id luctus nec molestie sed justo,1.3,923,express,42.28
316,quisque arcu,Nullam molestie nibh in lectus. Pellentesque at nulla.,712.99,23.52,toys,Dabjam,878,Indigo,large,3.7,2016-11-12,1.0,605,eros,3.0,33,standard,24.05
317,vel augue,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,673.5,29.75,home decor,Blogpad,239,Fuscia,large,0.4,2010-02-06,4.3,599,nisi eu orci mauris,1.9,926,standard,21.68
318,diam id ornare imperdiet,Proin risus. Praesent lectus.,316.94,49.83,clothing,BlogXS,705,Yellow,large,7.7,2011-03-30,4.9,373,in hac habitasse platea,2.1,54,standard,39.9
319,quisque arcu libero rutrum,Proin at turpis a pede posuere nonummy.,179.68,28.99,electronics,Yabox,782,Violet,medium,9.4,2018-02-01,2.2,799,auctor,4.9,368,free,5.3
320,iaculis congue vivamus,Morbi a ipsum. Integer a nibh.,891.41,47.54,clothing,Flashset,468,Puce,medium,3.8,2020-09-03,1.8,472,lorem id,4.1,996,standard,12.16
321,nunc purus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",504.49,43.32,electronics,Yodoo,796,Purple,medium,9.6,2010-03-16,1.2,133,in est risus,2.2,416,standard,35.7
322,ultrices posuere cubilia curae,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,995.24,3.2,beauty,Avavee,474,Fuscia,extra large,6.8,2022-03-29,4.3,919,id luctus,2.9,919,free,26.91
323,nisi venenatis tristique fusce,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,319.06,39.43,toys,Thoughtmix,263,Goldenrod,extra large,9.0,2021-04-22,1.4,748,a nibh in quis justo,2.3,208,express,28.51
324,imperdiet sapien urna,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,975.54,30.05,home decor,Wordware,479,Pink,small,6.2,2013-09-23,3.1,502,eget vulputate ut ultrices,3.1,653,express,42.05
325,nullam porttitor lacus,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,128.19,20.09,electronics,Fliptune,919,Red,large,1.3,2013-11-03,2.1,394,iaculis congue,3.8,280,standard,18.21
326,lorem vitae,Phasellus in felis.,851.88,4.28,toys,Chatterbridge,803,Green,extra large,2.4,2013-10-13,2.7,159,orci vehicula,1.0,800,standard,2.69
327,ut nunc,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",852.9,29.41,toys,Realbridge,459,Khaki,medium,5.5,2013-07-04,4.5,317,turpis enim blandit mi in,2.8,669,express,25.26
328,dolor quis odio,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",488.28,23.35,electronics,Aibox,472,Violet,medium,7.2,2018-08-01,3.9,889,augue vel accumsan tellus nisi eu,1.6,623,express,4.97
329,quam a odio,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,439.61,28.26,electronics,Lazz,200,Maroon,extra large,8.3,2015-09-04,2.8,478,tincidunt,1.8,441,standard,13.82
330,mi sit amet lobortis,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",220.36,45.22,electronics,Zoomcast,178,Khaki,extra large,6.1,2016-04-16,4.8,783,nulla,3.6,883,standard,22.84
331,lectus in est risus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",348.54,33.23,beauty,Rhyloo,230,Red,large,6.4,2022-04-13,2.9,986,mauris,3.0,536,free,25.61
332,vitae mattis nibh ligula,In congue. Etiam justo.,936.81,36.68,electronics,Mynte,590,Fuscia,large,3.9,2021-11-15,1.1,160,adipiscing lorem vitae mattis nibh,2.8,779,express,3.3
333,mi in porttitor pede,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",360.88,32.14,clothing,Bubblebox,53,Turquoise,large,9.5,2020-12-08,3.7,23,nisi eu orci mauris lacinia,4.0,535,free,37.03
334,fusce lacus,Fusce consequat.,441.72,22.23,electronics,Kaymbo,193,Blue,large,7.6,2015-12-18,4.3,227,turpis,1.2,192,standard,39.13
335,nullam orci pede,Duis ac nibh.,647.54,27.25,toys,Devbug,322,Blue,large,1.1,2010-11-26,4.6,880,auctor gravida,4.8,844,standard,4.37
336,eget tempus vel pede,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",423.9,40.79,beauty,Gigaclub,637,Purple,medium,7.8,2010-11-16,3.7,666,morbi sem mauris laoreet ut rhoncus,4.2,320,standard,10.18
337,ipsum ac tellus semper,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",44.24,29.19,toys,Topicblab,153,Goldenrod,large,9.8,2015-12-01,3.5,985,amet eleifend pede,2.9,346,free,10.01
338,tempus vel,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,722.79,9.71,toys,Skibox,295,Purple,extra large,5.1,2011-04-01,3.2,920,tellus,3.1,769,free,44.78
339,in faucibus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",173.48,29.89,clothing,Tazz,0,Orange,large,4.4,2020-08-23,3.6,309,velit id,4.3,246,standard,3.36
340,etiam vel augue vestibulum,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",976.68,46.11,beauty,Rhynoodle,107,Puce,small,4.8,2011-03-05,2.6,735,viverra pede ac diam cras,1.3,993,free,5.92
341,ultricies eu nibh quisque,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",447.92,2.6,toys,Blogtag,956,Green,small,3.9,2015-12-28,1.2,827,donec,3.0,519,express,5.18
342,pulvinar sed nisl nunc,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,680.83,24.77,clothing,Eamia,932,Pink,small,8.6,2010-09-26,1.3,887,nisl duis ac nibh fusce,3.0,187,free,41.67
343,eros vestibulum ac,Suspendisse potenti.,786.76,45.15,electronics,Fatz,947,Blue,medium,8.8,2020-06-09,1.5,6,mus,3.7,227,express,27.86
344,venenatis turpis enim blandit,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",554.38,6.57,clothing,Eamia,121,Teal,small,8.9,2014-01-19,3.9,493,orci,1.1,736,standard,33.95
345,nisl nunc,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",693.51,35.28,electronics,Topicshots,926,Mauv,large,0.6,2021-04-11,2.5,408,suspendisse accumsan,2.7,122,express,32.54
346,sapien placerat,Nulla mollis molestie lorem. Quisque ut erat.,798.73,39.49,toys,Cogilith,467,Aquamarine,small,4.1,2022-03-31,3.1,668,donec,4.2,727,free,19.76
